Համայնք,Տեղադրման—Ամսաթիվ,Թարմացման—Ամսաթիվ,Գին,Հասցե,Տարածաշրջան,Շինության տիպ,Նորակառույց,Վերելակ,Հարկերի քանակ,Ընդհանուր մակերես,Սենյակների քանակ,Սանհանգույցների քանակ,Առաստաղի բարձրություն,Հարկ,Պատշգամբ,Կահույք,Վերանորոգում,հեռուստացույց,օդորակիչ,ինտերնետ,սառնարան,սալօջախ,միկրոալիքային վառարան,սրճեփ,սպասք լվացող մեքենա,լվացքի մեքենա,ջրատաքացուցիչ,արդուկ,ֆեն,Կարելի է երեխաների հետ,Թույլատրվում են ընտանի կենդանիներ,Կոմունալ վճարումներ,Կանխավճար,դոմոֆոն,կայանատեղի,տեսարան դեպի բակ,տեսարան դեպի փողոց,տեսարան դեպի քաղաք,տեսարան դեպի արարատ,խաղահրապարակ,տեսարան դեպի այգի,դռնապահ,չորացնող մեքենա,Հին–Հայտարարություն,Գին_մեկ_մետրի_համար,Մակերես_մեկ_սենյակի_համար
305770,2024-10-30,06.11.2024,280000,Քեռու փողոց,Երևան,3,1,1,18,75.0,2,1,3.2,14,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,0,1,1,1,1,0,1,0,1,0,7,3733,37
305770,2024-08-26,06.11.2024,300000,Հրաչյա Ներսիսյան փողոց,Երևան,3,1,1,18,70.0,2,1,3.0,6,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,3,4,1,1,1,1,1,1,1,1,0,0,72,4285,35
449256,2023-06-19,06.11.2024,300000,Երվանդ Քոչարի փողոց,Երևան,3,2,1,16,94.0,3,1,2.8,14,4,1,1,0,0,0,1,1,0,0,0,1,0,0,0,2,3,3,4,0,0,1,1,0,0,0,0,0,0,506,3191,31
449256,2024-08-17,06.11.2024,450000,Պուշկինի փողոց,Երևան,3,1,1,14,70.0,2,1,3.0,4,2,1,2,1,1,1,1,1,1,1,0,1,1,1,1,1,1,3,4,1,1,1,1,1,1,1,1,1,0,81,6428,35
306828,2024-08-22,06.11.2024,250000,Անաստաս Միկոյան փողոց,Երևան,3,1,1,16,46.0,2,1,3.0,10,2,1,2,1,1,1,1,1,1,1,0,1,1,1,1,2,2,3,4,1,1,1,1,1,1,1,1,0,0,76,5434,23
305770,2024-05-18,06.11.2024,468000,Վիկտոր Համբարձումյան փողոց,Երևան,3,1,1,13,83.0,3,1,3.0,11,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,3,4,1,1,1,1,1,0,1,1,1,1,172,5638,27
306828,2024-10-19,06.11.2024,230000,,Երևան,3,1,1,18,60.0,2,1,3.0,2,2,1,2,1,1,1,1,1,1,1,0,1,1,1,1,2,2,3,4,1,1,1,1,1,1,1,0,0,0,18,3833,30
449256,2024-10-17,06.11.2024,312000,Պարոնյան փողոց,Երևան,1,1,2,4,100.0,4,1,3.0,4,3,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,2,3,4,1,1,1,1,0,0,1,0,0,0,20,3120,25
305770,2024-10-17,06.11.2024,270000,Կիևյան փողոց,Երևան,1,2,2,4,73.0,2,1,3.2,4,2,1,3,1,1,0,1,1,1,0,0,1,1,1,1,2,3,3,4,1,1,1,1,1,0,1,0,0,0,20,3698,36
305770,2023-07-20,06.11.2024,350000,Ադոնցի փողոց,Երեւան,3,1,1,14,102.0,3,1,3.0,2,2,1,2,1,0,1,1,1,1,1,0,1,1,1,1,1,2,3,4,1,1,1,1,0,0,1,0,0,0,475,3431,34
272642,2024-05-08,06.11.2024,280000,Ծարավ Աղբյուրի փողոց,Երևան,3,1,1,8,77.0,2,1,3.0,8,2,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,3,3,2,1,1,1,1,1,1,1,1,0,0,182,3636,38
258213,2024-10-11,06.11.2024,260000,Օհանովի փողոց,Երևան,2,2,1,9,80.0,3,1,2.8,7,3,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,2,3,2,1,1,1,1,1,0,0,1,0,0,26,3250,26
449256,2024-11-06,,400000,Մաշտոցի պողոտա 79,Երեւան,1,2,2,5,97.0,3,1,3.2,4,2,1,2,1,1,1,1,1,0,1,0,1,1,1,1,1,2,3,5,1,1,0,1,0,0,0,0,0,0,0,4123,32
449256,2024-11-06,,663000,Եկմալյան փողոց,Երևան,3,1,1,12,140.0,4,2,3.0,10,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,5,0,0,0,0,0,0,0,0,0,0,0,4735,35
449256,2024-04-08,06.11.2024,702000,Մովսես Խորենացու 2-րդ փակուղի 24/2,Երևան,3,1,1,6,90.0,3,2,3.0,4,2,1,2,1,1,1,1,1,1,1,1,1,1,1,0,1,3,3,2,1,1,0,0,0,0,1,0,1,1,212,7800,30
449256,2022-08-18,06.11.2024,250000,Նալբանդյան փողոց,Երևան,2,2,1,10,88.0,3,2,3.0,8,2,1,4,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,4,0,0,0,0,0,0,0,0,0,0,811,2840,29
449256,2024-11-06,,624000,Մեսրոպ Մաշտոցի պողոտա,Երևան,3,1,1,14,104.0,3,1,3.0,10,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,5,0,0,0,0,0,0,0,0,0,0,0,6000,34
305770,2024-04-27,06.11.2024,270000,Ավետ Ավետիսյան փողոց 76,Երևան,2,2,1,16,100.0,3,2,3.0,5,3,1,2,1,1,1,1,1,1,0,1,1,0,1,1,1,3,3,4,1,1,0,0,1,1,1,0,1,0,193,2700,33
326437,2024-06-20,06.11.2024,500000,Կարապետ Ուլնեց փողոց,Երեւան,3,1,1,16,90.0,3,1,3.0,6,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,4,1,1,1,1,1,1,1,1,1,1,139,5555,30
326437,2023-12-02,06.11.2024,546000,Հրաչյա Ներսիսյան փողոց,Երևան,3,1,1,10,120.0,4,2,3.0,4,2,1,2,1,1,1,1,1,1,1,1,1,0,0,0,1,2,3,4,1,1,1,1,1,1,1,1,1,1,340,4550,30
305770,2024-06-20,06.11.2024,240000,Կոմիտասի պողոտա 65,Երևան,1,2,2,5,85.0,3,1,2.8,5,2,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,3,4,1,1,1,1,1,0,1,1,0,1,139,2823,28
305770,2024-06-13,06.11.2024,250000,Կոմիտասի պողոտա 54,Երևան,1,2,1,5,65.0,3,1,3.0,5,3,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,2,3,4,1,1,1,1,0,0,1,1,0,1,146,3846,21
449256,2024-03-22,06.11.2024,390000,Լեոյի փողոց,Երևան,3,1,1,16,65.0,2,1,3.0,5,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,4,1,1,1,1,1,1,1,1,1,0,229,6000,32
449256,2024-11-06,,380000,Չարենցի փողոց 18,Երեւան,3,1,1,17,87.0,3,1,3.0,7,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,5,1,1,0,0,0,1,1,0,1,1,0,4367,29
449256,2024-11-06,,585000,Արամի փողոց,Երևան,3,1,1,14,102.0,3,2,3.0,8,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,5,0,0,0,0,0,0,0,0,0,0,0,5735,34
449256,2024-07-13,06.11.2024,390000,Պարոնյան փողոց 42,Երևան,3,1,1,14,80.0,2,1,3.0,8,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,4,1,1,1,1,1,1,1,1,1,1,116,4875,40
326437,2024-08-08,06.11.2024,370000,Հրաչյա Ներսիսյան փողոց 3,Երևան,3,1,1,19,100.0,3,2,3.0,12,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,4,1,1,1,1,1,1,1,1,1,1,90,3700,33
326437,2024-09-15,06.11.2024,270000,Դավիթ Անհաղթի փողոց,Երևան,3,1,1,19,55.0,2,1,3.0,14,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,4,1,1,1,1,1,1,1,1,1,1,52,4909,27
449256,2024-11-06,,1170000,Թամանյանի փողոց,Երևան,1,2,1,9,95.0,3,2,3.0,9,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,5,0,0,0,0,0,0,0,0,0,0,0,12315,31
449256,2023-11-15,06.11.2024,429000,Վարդանանց փողոց,Երևան,1,2,2,5,104.0,3,1,3.2,5,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,2,0,0,0,0,0,0,0,0,0,0,357,4125,34
449256,2024-11-03,06.11.2024,370000,Հին երևանցու փողոց 47ա,Երևան,2,2,1,11,67.0,2,1,2.75,6,3,1,1,1,1,1,1,1,1,0,0,1,0,0,0,2,3,3,4,1,0,1,0,0,0,0,0,0,0,3,5522,33
449256,2024-11-06,,624000,Մաշտոցի պողոտա,Երևան,3,1,1,9,75.0,3,1,3.0,3,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,5,0,0,0,0,0,0,0,0,0,0,0,8320,25
449256,2024-11-06,,663000,Արամի փողոց,Երևան,3,1,1,16,192.0,5,3,3.0,14,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,5,0,0,0,0,0,0,0,0,0,0,0,3453,38
305770,2024-11-06,,624000,Օրբելի եղբայրների փողոց,Երևան,3,1,1,9,154.0,4,3,3.0,5,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,5,0,0,0,0,0,0,0,0,0,0,0,4051,38
306828,2024-06-16,06.11.2024,320000,,Երևան,3,1,1,11,100.0,3,1,3.0,3,2,1,2,1,1,1,1,1,1,1,1,1,1,1,0,1,1,3,4,1,1,1,1,1,1,1,1,1,0,143,3200,33
449256,2024-10-29,06.11.2024,546000,Բյուրեղ Բնակելի համալիր,Երեւան,3,1,1,18,60.0,2,1,3.0,11,2,1,1,1,1,1,1,1,1,0,0,1,0,0,0,2,2,3,2,1,1,0,0,0,0,1,0,1,0,8,9100,30
305770,2024-10-30,06.11.2024,290000,Երզնկյան փողոց,Երևան,3,1,1,5,49.0,2,1,3.0,4,2,1,1,1,1,1,1,1,1,0,0,1,0,0,0,2,2,3,2,1,1,0,0,0,0,0,0,0,0,7,5918,24
449256,2024-10-14,06.11.2024,858000,Վերին Անտառային փողոց,Երևան,3,1,1,6,146.0,4,2,3.2,1,2,1,3,1,1,1,1,0,1,1,1,1,1,1,1,2,2,3,4,1,1,1,1,0,0,1,0,0,0,23,5876,36
449256,2023-10-09,06.11.2024,312000,Մաշտոցի պողոտա 58,Երեւան,1,2,2,4,40.0,1,1,3.2,4,2,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,2,2,1,0,0,1,1,0,0,0,0,0,394,7800,40
249600,2024-06-10,06.11.2024,250000,Հալաբյան փողոց 35,Երևան,1,1,2,5,72.0,3,1,2.75,2,2,1,2,1,1,1,1,1,0,1,0,1,1,1,0,1,3,3,5,0,1,1,0,0,0,0,0,0,0,149,3472,24
449256,2022-01-13,06.11.2024,280000,Արգիշտի փողոց,Երևան,3,1,1,15,53.0,2,1,2.8,10,2,1,3,1,1,0,0,0,0,0,0,0,0,0,0,1,2,3,4,1,0,0,0,0,0,0,0,0,0,1028,5283,26
306828,2024-09-04,06.11.2024,320000,Անաստաս Միկոյան փողոց 64/3,Երևան,3,1,1,18,78.0,3,1,3.2,12,2,1,2,1,1,1,1,0,1,0,0,1,0,1,1,1,1,3,4,1,1,0,0,1,1,1,0,0,0,63,4102,26
305770,2024-09-13,06.11.2024,400000,Ավետ Ավետիսյան փողոց 21,Երևան,1,2,1,5,100.0,4,2,3.2,3,2,1,2,1,1,1,1,1,1,0,1,0,0,1,1,1,2,3,4,1,1,0,0,0,1,1,0,0,0,54,4000,25
449256,2024-03-07,06.11.2024,250000,Արգիշտի փողոց 11/3,Երևան,3,1,1,14,49.0,2,1,3.0,10,2,1,3,1,1,1,1,0,0,0,0,1,1,1,0,1,3,2,4,1,0,1,0,0,1,1,0,0,0,244,5102,24
306828,2024-03-22,06.11.2024,280000,Սասնա Ծռերի փողոց,Երևան,3,1,1,18,68.0,2,1,3.2,9,2,1,2,1,1,1,1,0,0,0,0,1,1,1,1,1,2,3,4,1,1,0,0,1,0,1,0,1,0,229,4117,34
449256,2024-01-14,06.11.2024,300000,Երվանդ Քոչարի փողոց 15,Երևան,2,2,1,9,70.0,3,1,2.7,1,4,1,3,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3,5,1,1,1,0,0,0,1,1,0,0,297,4285,23
449256,2024-11-02,06.11.2024,800000,Ռոստոմի փողոց,Երևան,3,1,1,9,135.0,3,2,3.0,7,1,1,2,1,1,1,1,1,1,0,1,1,0,0,0,2,3,3,4,1,1,1,0,0,1,1,1,0,1,4,5925,45
449256,2023-08-16,06.11.2024,250000,Խորենացու փողոց,Երևան,2,2,1,10,70.0,2,1,2.8,10,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,4,0,1,0,0,0,0,0,0,0,0,448,3571,35
249600,2024-01-26,06.11.2024,300000,Ֆուչիկի փողոց,Երևան,3,1,1,16,72.0,3,1,3.0,7,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,4,1,1,0,0,0,0,0,0,0,0,285,4166,24
305770,2024-10-31,06.11.2024,250000,Կիևյան փողոց,Երևան,1,2,2,4,50.0,2,1,3.2,2,4,1,1,1,1,1,1,1,0,0,0,1,0,0,0,2,3,3,5,0,1,0,1,0,0,0,0,0,0,6,5000,25
326437,2023-03-28,06.11.2024,200000,Ավետիս Ահարոնյանի փողոց,Երևան,2,2,1,12,60.0,2,1,2.8,10,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,4,0,0,0,0,0,0,0,0,0,0,589,3333,30
449256,2024-09-08,06.11.2024,975000,Հյուսիսային պողոտա 5,Երևան,3,1,1,15,135.0,3,2,3.0,9,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,2,1,1,0,1,1,0,1,0,1,0,59,7222,45
305770,2024-10-31,03.11.2024,180000,Գրիբոյեդովի փողոց 7,Երևան,1,2,2,3,38.0,1,1,2.8,3,4,1,6,0,0,0,1,1,0,0,0,1,1,0,0,2,2,3,4,1,1,0,0,0,0,0,0,0,0,6,4736,38
305770,2024-10-17,02.11.2024,400000,Ադոնցի փողոց 15,Երևան,2,2,1,14,105.0,4,2,2.8,5,4,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,2,3,4,1,0,0,1,0,0,0,0,0,0,20,3809,26
249600,2024-10-29,06.11.2024,190000,Լենինգրադյան փողոց,Երևան,1,2,2,5,50.0,2,1,2.8,4,4,1,3,1,0,0,1,1,0,0,0,1,1,0,0,2,3,3,5,1,1,1,0,1,1,1,1,0,0,8,3800,25
449256,2024-08-25,11.10.2024,290000,Սայաթ-Նովայի պողոտա,Երևան,2,2,1,11,74.0,3,2,2.7,11,4,1,4,1,0,1,1,0,0,1,0,1,0,0,0,1,2,2,3,1,1,1,0,1,0,0,0,0,0,73,3918,24
242278,2024-10-04,03.11.2024,170000,Ակսել Բակունց փողոցի 2-րդ նրբանցք 13/1,Երևան,5,2,2,5,37.0,2,1,2.75,5,3,1,3,0,0,0,1,1,0,0,0,1,1,0,0,2,3,3,4,0,0,1,1,0,1,0,1,0,0,33,4594,18
306828,2024-09-29,05.11.2024,250000,Դավթաշեն 4-րդ թաղամաս,Երևան,3,1,2,3,47.0,2,1,2.75,3,4,1,2,1,1,1,1,1,1,1,0,1,1,1,1,1,3,3,5,1,1,1,1,0,0,1,0,0,1,38,5319,23
449256,2024-09-01,06.11.2024,150000,Նորագումուհի փողոց 70/1,Երեւան,1,1,2,1,24.0,1,1,2.8,1,4,1,3,0,1,1,1,1,0,0,0,1,1,0,0,2,2,3,2,0,1,1,1,1,1,1,0,1,0,66,6250,24
449256,2023-03-02,06.11.2024,250000,Երվանդ Քոչարի փողոց,Երևան,2,2,1,12,50.0,4,1,2.8,10,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,4,0,0,0,0,0,0,0,0,0,0,615,5000,12
305770,2024-11-04,06.11.2024,250000,Մարիա Յակոբսեն փողոց,Երևան,3,1,1,10,72.0,2,1,2.8,4,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3,5,0,1,1,0,0,1,0,0,0,0,2,3472,36
305770,2024-07-30,06.11.2024,210000,Կոմիտասի պողոտա,Երևան,1,2,2,5,45.0,2,1,2.7,2,2,1,3,1,1,1,0,0,0,0,0,0,0,0,0,1,3,3,4,0,1,0,0,0,0,0,0,0,0,99,4666,22
239577,2023-03-03,06.11.2024,250000,Արցախի պողոտա 4,Երևան,1,2,2,5,60.0,3,1,2.8,5,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,4,0,0,0,0,0,0,0,0,0,0,614,4166,20
305770,2024-10-25,06.11.2024,300000,Սունդուկյան փողոց,Երևան,3,2,1,9,80.0,3,1,2.8,6,2,1,1,1,1,0,1,0,0,0,0,1,1,0,0,1,3,3,5,1,1,1,1,1,0,0,1,0,0,12,3750,26
239577,2023-10-27,06.11.2024,190000,Էրեբունու փողոց,Երևան,1,2,2,5,55.0,2,1,3.0,2,4,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,4,1,1,0,0,0,0,0,0,0,0,376,3454,27
239577,2023-10-08,06.11.2024,190000,Ռոստովյան փողոց 34,Երևան,2,2,2,9,50.0,2,1,2.8,1,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,4,0,1,0,0,0,0,0,0,0,0,395,3800,25
449256,2024-10-26,06.11.2024,351000,Բյուզանդի փողոց,Երևան,3,1,1,17,50.0,2,1,3.0,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2,2,2,5,0,1,1,0,0,0,0,0,1,0,11,7020,25
449256,2024-10-23,06.11.2024,507000,Ամիրյան փողոց,Երևան,3,1,1,10,44.0,2,1,3.2,5,4,1,2,1,1,1,1,1,1,1,0,1,1,1,1,1,2,3,5,0,1,0,0,0,0,0,0,1,0,14,11522,22
239577,2024-03-23,06.11.2024,180000,Արցախի պողոտա 18,Երևան,1,2,2,5,35.0,1,1,2.6,4,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,4,0,0,0,0,0,0,0,0,0,0,228,5142,35
239577,2024-02-19,06.11.2024,210000,Տիտոգրադյան փողոց,Երևան,3,1,1,9,50.0,2,1,3.0,1,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,4,0,0,0,0,0,0,0,0,0,0,261,4200,25
258213,2024-10-26,06.11.2024,490000,Ծիծեռնակաբերդի խճուղի,Երևան,3,1,1,12,117.0,3,1,3.0,9,2,1,3,1,1,1,1,1,1,0,1,1,1,0,0,1,3,3,5,1,1,1,1,1,0,0,1,1,0,11,4188,39
239577,2024-08-22,06.11.2024,160000,Խաղաղ Դոնի փողոց,Երևան,2,2,2,5,48.0,2,1,2.8,2,4,1,3,1,0,0,1,1,0,0,0,0,0,0,0,2,2,3,2,0,1,0,0,0,0,0,0,0,0,76,3333,24
242278,2023-01-14,06.11.2024,200000,Շոպրոնի փողոց,Երևան,1,2,2,5,85.0,2,1,2.8,5,4,1,4,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,4,0,1,0,1,1,0,1,0,0,0,662,2352,42
449256,2024-10-25,06.11.2024,390000,Ամիրյան փողոց,Երևան,3,1,1,14,56.0,2,1,3.0,3,2,1,3,1,1,1,1,1,1,0,0,1,1,1,1,1,3,3,5,1,0,1,0,0,0,0,0,0,0,12,6964,28
272642,2023-08-21,06.11.2024,300000,Ծարավ աղբյուրի փողոց,Երևան,3,1,1,14,72.0,2,1,3.2,3,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,4,1,0,0,0,0,0,0,0,0,0,443,4166,36
449256,2024-10-25,06.11.2024,300000,Վերին Անտառային փողոց,Երևան,3,1,1,8,82.0,3,1,3.0,7,4,1,2,1,1,1,1,1,0,1,1,1,1,1,0,1,2,1,5,1,1,0,1,0,0,1,0,0,0,12,3658,27
449256,2024-10-26,06.11.2024,650000,Չայկովսկու փողոց,Երևան,3,1,1,7,147.0,3,2,3.0,6,4,1,3,1,1,1,1,1,1,1,1,1,0,0,0,1,3,3,5,1,0,1,1,1,0,1,1,0,0,11,4421,49
449256,2024-10-26,06.11.2024,390000,Արգիշտի փողոց,Երևան,3,1,1,14,56.0,2,1,3.0,4,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,2,3,3,5,1,0,1,1,1,0,1,1,0,0,11,6964,28
449256,2024-10-26,06.11.2024,507000,Եզնիկ Կողբացու փողոց,Երևան,3,1,1,18,45.0,2,1,3.0,13,2,1,1,1,1,1,1,1,0,0,1,1,0,1,1,3,3,3,5,1,0,0,0,1,0,1,1,0,0,11,11266,22
449256,2024-10-26,06.11.2024,260000,Արգիշտի փողոց,Երևան,3,1,1,14,55.0,2,1,3.0,5,2,1,4,1,0,0,1,1,1,0,0,1,1,1,0,1,3,3,5,1,0,1,0,0,0,1,0,0,0,11,4727,27
305770,2024-04-07,06.11.2024,250000,Նիկողայոս Ադոնցի փողոց,Երևան,2,2,1,14,90.0,3,1,2.8,4,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,4,1,1,0,0,0,0,0,0,0,0,213,2777,30
305770,2024-10-23,06.11.2024,190000,Ազատության պողոտա,Երևան,2,2,1,12,63.0,3,1,2.75,6,3,1,6,1,0,1,1,1,0,0,0,1,1,0,0,1,2,3,5,1,1,1,0,1,1,1,0,0,0,14,3015,21
449256,2024-03-23,06.11.2024,260000,Խորենացու փողոց 43,Երևան,2,2,1,16,80.0,3,1,2.8,15,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,4,0,0,0,0,0,0,0,0,0,0,228,3250,26
326437,2023-05-23,06.11.2024,200000,Ազատության պողոտա,Երևան,1,2,2,4,45.0,2,1,2.8,1,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,4,0,0,0,0,0,0,0,0,0,0,533,4444,22
239577,2024-03-06,06.11.2024,240000,Արցախի պողոտա,Երևան,1,2,2,5,65.0,3,1,2.6,3,4,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,4,0,0,0,0,0,0,0,0,0,0,245,3692,21
305770,2024-11-03,06.11.2024,250000,Գյուլբենկյան փողոց,Երևան,3,1,1,10,56.0,2,2,3.0,5,2,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,3,3,5,1,0,0,1,0,0,0,0,0,0,3,4464,28
242278,2023-02-26,06.11.2024,200000,Մոլդովական փողոց,Երևան,3,2,2,5,40.0,2,1,2.7,4,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,4,0,0,0,0,0,0,0,0,0,0,619,5000,20
449256,2024-11-03,06.11.2024,546000,Արշակունյաց պողոտա,Երևան,3,1,1,18,57.0,2,1,3.0,11,2,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,3,3,5,1,1,1,1,1,1,1,0,1,0,3,9578,28
305770,2024-11-02,06.11.2024,190000,Կոմիտասի պողոտա,Երևան,1,2,2,5,45.0,1,1,2.75,4,3,1,2,1,0,1,1,1,0,0,0,1,1,0,0,2,3,3,5,1,1,1,0,0,0,1,0,0,0,4,4222,45
258213,2024-11-03,06.11.2024,300000,Մոնթե Մելքոնյան փողոց 48,Երևան,3,1,1,18,100.0,3,2,3.2,14,2,1,2,1,1,1,1,0,1,0,1,1,0,1,1,1,2,3,4,1,1,0,0,1,1,1,0,0,0,3,3000,33
449256,2024-07-20,06.11.2024,320000,Ամիրյան փողոց 3,Երևան,1,2,2,5,78.0,2,1,3.2,4,2,1,3,1,1,0,1,1,1,0,0,1,0,0,0,2,2,3,4,1,0,1,1,0,0,0,0,0,0,109,4102,39
305770,2024-11-01,06.11.2024,390000,Կալենզ փողոց,Երեւան,3,1,2,4,50.0,2,1,3.2,2,3,1,2,1,1,1,1,1,0,1,0,1,0,1,1,1,3,3,2,1,1,1,1,1,1,0,0,0,0,5,7800,25
305770,2024-10-27,06.11.2024,280000,Ադոնցի փողոց,Երեւան,3,1,1,8,45.0,2,1,3.0,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,5,1,1,1,0,0,0,1,0,0,0,10,6222,22
230312,2023-08-19,06.11.2024,220000,Մանանդյանի փողոց,Երևան,1,2,2,3,50.0,2,1,3.0,1,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,4,0,1,0,0,0,0,0,0,0,0,445,4400,25
449256,2024-10-30,06.11.2024,585000,Հյուսիսային պողոտա,Երևան,3,1,1,10,86.0,2,2,3.0,5,2,1,4,1,1,1,1,1,0,0,1,1,0,1,1,2,2,3,5,0,0,1,1,0,0,0,0,1,1,7,6802,43
449256,2024-10-29,06.11.2024,585000,Գրիգոր Հարությունյան փողոց,Երևան,3,1,1,4,116.0,3,2,3.0,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,3,5,0,1,1,0,1,0,0,0,0,0,8,5043,38
449256,2024-10-23,06.11.2024,347100,Վարդանանց փողոց,Երևան,3,2,1,12,78.0,3,1,2.8,2,4,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,5,1,1,0,0,0,0,1,0,0,0,14,4450,26
449256,2024-10-28,06.11.2024,500000,Արգիշտի 11/12,Երեւան,3,1,1,14,75.0,3,2,3.0,12,3,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,4,1,1,1,1,1,1,1,1,1,1,9,6666,25
239577,2023-10-11,06.11.2024,200000,Էրեբունու փողոց 23,Երևան,1,2,2,5,35.0,2,1,2.8,2,4,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,4,1,1,0,0,0,0,0,0,0,0,392,5714,17
305770,2023-06-10,06.11.2024,250000,Կոմիտասի պողոտա,Երևան,2,2,1,12,60.0,2,1,2.8,7,4,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,4,0,0,0,0,0,0,0,0,0,0,515,4166,30
449256,2023-03-21,06.11.2024,400000,Զաքյան փողոց,Երևան,1,2,2,5,102.0,4,1,2.8,4,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,4,0,0,0,0,0,0,0,0,0,0,596,3921,25
230312,2024-03-27,06.11.2024,250000,Ֆրունզեի փողոց 6,Երևան,1,2,2,5,80.0,4,1,3.0,2,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,4,0,0,0,0,0,0,0,0,0,0,224,3125,20
239577,2023-08-16,06.11.2024,200000,Էրեբունու փողոց,Երևան,1,2,2,5,45.0,2,1,3.0,5,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,4,1,1,0,0,0,0,0,0,0,0,448,4444,22
305770,2023-05-25,06.11.2024,270000,Արամ Խաչատրյանի փողոց,Երևան,1,2,2,5,64.0,3,1,2.75,3,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,4,0,0,0,0,0,0,0,0,0,0,531,4218,21
249600,2024-04-09,06.11.2024,230000,16 թաղամաս,Երևան,2,2,1,16,80.0,4,1,2.8,1,3,1,4,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,4,0,0,0,0,0,0,0,0,0,0,211,2875,20
305770,2023-10-06,06.11.2024,350000,Նիկողայոս Ադոնցի փողոց,Երևան,3,1,1,9,80.0,3,1,3.0,8,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,4,1,1,0,0,0,0,0,0,0,0,397,4375,26
