Համայնք,Տեղադրման—Ամսաթիվ,Թարմացման—Ամսաթիվ,Գին,Հասցե,Տարածաշրջան,Շինության տիպ,Նորակառույց,Վերելակ,Հարկերի քանակ,Ընդհանուր մակերես,Սենյակների քանակ,Սանհանգույցների քանակ,Առաստաղի բարձրություն,Հարկ,Պատշգամբ,Կահույք,Վերանորոգում,հեռուստացույց,օդորակիչ,ինտերնետ,սառնարան,սալօջախ,միկրոալիքային վառարան,սրճեփ,սպասք լվացող մեքենա,լվացքի մեքենա,ջրատաքացուցիչ,արդուկ,ֆեն,Կարելի է երեխաների հետ,Թույլատրվում են ընտանի կենդանիներ,Կոմունալ վճարումներ,Կանխավճար,դոմոֆոն,կայանատեղի,տեսարան դեպի բակ,տեսարան դեպի փողոց,տեսարան դեպի քաղաք,տեսարան դեպի արարատ,խաղահրապարակ,տեսարան դեպի այգի,դռնապահ,չորացնող մեքենա,Հին–Հայտարարություն,Գին_մեկ_մետրի_համար,Մակերես_մեկ_սենյակի_համար
305770,2024-05-06,06.11.2024,250000,Մամիկոնյանց փողոց,Երևան,1,2,2,4,48.0,2,1,2.8,4,4,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,3,4,1,1,1,1,1,1,1,1,0,0,184,5208,24
305770,2024-04-12,06.11.2024,270000,Հրաչյա Քոչար փողոց,Երևան,1,2,2,5,45.0,2,1,3.0,5,2,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,3,4,1,1,1,1,1,1,1,1,0,0,208,6000,22
230312,2024-05-04,06.11.2024,270000,Չեխովի փողոց,Երևան,3,1,1,13,55.0,2,1,3.0,12,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,4,0,0,0,0,0,0,0,0,0,0,186,4909,27
326437,2023-11-11,06.11.2024,250000,Կարապետ Ուլնեցու փողոց 58/20,Երևան,3,1,1,16,67.0,2,1,3.0,12,2,1,2,1,1,1,1,1,0,0,0,1,1,0,0,1,2,3,4,1,1,1,1,1,1,1,1,1,0,361,3731,33
230312,2024-05-22,06.11.2024,300000,Մայիսի 9-ի փողոց,Երևան,3,1,1,10,65.0,3,1,3.0,10,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,2,0,0,0,0,0,0,0,0,0,0,168,4615,21
449256,2024-04-05,06.11.2024,624000,Նալբանդյան փողոց,Երևան,3,1,1,4,90.0,3,1,3.0,4,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,4,0,0,0,0,0,0,0,0,0,0,215,6933,30
306828,2024-05-21,06.11.2024,390000,Անաստաս Միկոյանի փողոց,Երևան,3,1,1,14,112.0,3,2,3.0,3,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,4,1,1,1,1,1,1,1,1,0,1,169,3482,37
449256,2023-09-16,06.11.2024,500000,Բաղրամյան պողոտա,Երևան,1,2,2,5,70.0,3,1,3.2,2,4,1,3,1,1,1,1,1,1,0,1,1,1,1,1,1,2,3,4,1,1,0,0,1,0,1,0,0,1,417,7142,23
230312,2024-04-08,06.11.2024,230000,Գարեգին Նժդեհ փողոց,Երևան,1,2,2,4,55.0,2,1,3.5,4,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,4,0,0,0,0,0,0,0,0,0,0,212,4181,27
230312,2024-04-15,06.11.2024,230000,Բագրատունյաց փողոց,Երևան,1,2,2,5,47.0,2,1,3.0,5,3,1,3,1,0,1,1,1,1,1,1,1,0,1,1,1,1,3,2,0,1,1,1,0,1,0,0,0,0,205,4893,23
272642,2024-03-29,06.11.2024,280000,Ավան-Առինջ 2-րդ միկրոշրջան,Երևան,3,2,1,9,79.0,3,1,3.0,8,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,1,1,1,1,1,1,1,1,1,0,222,3544,26
305770,2023-10-23,06.11.2024,280000,Նիկողայոս Ադոնցի փողոց,Երևան,2,1,1,8,45.0,2,1,3.0,5,2,1,3,1,1,1,1,1,0,0,0,1,0,1,1,1,2,3,4,1,1,0,0,0,0,1,0,0,0,380,6222,22
305770,2023-09-12,06.11.2024,250000,Նիկողայոս Ադոնցի փողոց,Երևան,3,1,1,8,50.0,2,1,3.0,6,4,1,2,1,1,1,1,1,0,0,0,1,0,0,0,1,2,3,4,1,0,1,0,0,0,1,0,1,0,421,5000,25
272642,2024-03-29,06.11.2024,300000,Նվեր Սաֆարյան փողոց,Երևան,3,1,2,4,82.0,3,1,2.8,4,2,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,0,0,222,3658,27
306828,2024-11-03,06.11.2024,546000,SASNA CRERY փողոց 2,Երեւան,3,1,1,19,100.0,3,2,3.0,18,2,1,2,1,1,1,1,1,1,1,1,1,0,0,0,1,2,3,4,1,1,1,1,1,1,1,1,1,1,3,5460,33
305770,2023-09-12,06.11.2024,270000,Նիկողայոս Ադոնցի փողոց,Երևան,3,1,1,8,55.0,2,1,3.0,5,2,1,2,1,1,1,1,1,1,0,0,1,0,0,0,1,1,3,4,1,0,1,0,0,0,1,0,1,0,421,4909,27
242278,2024-07-11,06.11.2024,230000,Բաղյան փողոց,Երևան,1,2,2,5,50.0,2,1,2.75,4,4,1,3,1,0,1,1,1,1,0,0,0,0,0,0,1,1,3,4,0,0,0,0,0,0,0,0,0,0,118,4600,25
230312,2024-04-11,06.11.2024,250000,Եղիշե Թադևոսյան փողոց,Երևան,2,2,1,9,73.0,3,1,2.8,9,3,1,1,1,1,1,1,1,0,0,0,1,1,1,0,1,1,3,4,1,1,1,1,1,1,1,1,0,0,209,3424,24
449256,2024-01-27,06.11.2024,280000,Գրիգոր Լուսավորչի փողոց,Երևան,1,2,2,5,90.0,3,1,3.0,3,4,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,2,3,4,1,1,1,0,0,0,0,0,0,0,284,3111,30
326437,2024-04-09,06.11.2024,250000,Մարգարե ծառայի փողոց,Երեւան,3,1,1,15,60.0,2,1,3.0,11,4,1,3,1,1,1,1,1,1,1,0,1,1,1,1,1,1,3,4,1,1,1,1,1,0,1,1,0,0,211,4166,30
305770,2024-03-21,06.11.2024,300000,Նիկողայոս Ադոնցի փողոց,Երևան,3,1,1,14,65.0,2,1,3.0,3,2,1,2,1,1,1,1,1,1,0,0,1,1,0,0,1,1,3,4,1,1,1,1,1,1,1,1,1,0,230,4615,32
449256,2024-10-24,06.11.2024,507000,Նալբանդյան փողոց 106/1,Երևան,3,1,1,10,80.0,3,2,3.0,9,4,1,2,1,1,1,1,1,0,1,1,1,0,0,0,1,2,3,4,1,1,1,0,0,0,0,0,1,0,13,6337,26
258213,2024-11-05,06.11.2024,330000,Մոնթե Մելքոնյան փողոց,Երևան,3,1,1,17,100.0,3,2,3.0,15,2,1,3,1,0,1,1,1,0,0,0,1,0,1,1,1,2,3,2,1,1,0,1,1,1,1,0,0,0,1,3300,33
306828,2024-04-16,06.11.2024,240000,Դավթաշենի 4-րդ փողոց,Երևան,3,1,1,16,45.0,2,1,3.0,11,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,4,0,0,0,0,0,0,0,0,0,0,204,5333,22
230312,2024-04-04,06.11.2024,250000,Nerqin Shengavit 9th Street,Երևան,1,2,2,5,64.0,3,1,3.0,2,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,4,0,1,1,1,1,0,1,1,0,0,216,3906,21
326437,2023-10-27,06.11.2024,350000,Փողոց Գրախյա Ներսիսյան,Երեւան,3,1,1,20,70.0,2,1,3.0,13,2,1,2,1,1,1,1,1,1,0,1,1,1,1,1,1,2,3,4,1,1,1,1,1,1,1,1,1,0,376,5000,35
249600,2024-05-08,06.11.2024,230000,Շինարարների փողոց,Երևան,3,1,1,12,75.0,2,1,2.8,3,4,1,1,1,1,1,1,1,0,0,0,1,1,0,0,1,1,3,4,1,1,1,1,1,1,1,1,0,0,182,3066,37
449256,2023-10-25,06.11.2024,1365000,Բուզանդա փողոց,Երեւան,3,1,1,14,90.0,3,1,3.0,7,2,1,2,1,1,1,1,1,1,0,1,1,0,1,1,1,3,3,4,1,1,1,1,1,0,0,0,0,0,378,15166,30
249600,2024-05-04,06.11.2024,260000,Նազարբեկյան թաղամաս 1,Երեւան,2,2,1,9,80.0,3,1,3.0,4,2,1,3,1,1,1,1,1,1,0,0,0,1,1,0,1,1,2,4,0,1,1,1,0,0,1,1,0,1,186,3250,26
449256,2024-05-26,06.11.2024,702000,Վերին Անտառային փողոց,Երևան,3,1,1,5,110.0,4,2,3.0,5,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,3,3,4,1,1,0,0,0,0,1,0,1,0,164,6381,27
305770,2024-05-06,06.11.2024,300000,Բաբայան փողոց,Երևան,2,2,1,9,85.0,3,1,2.8,3,2,1,1,1,1,1,1,1,0,1,0,1,0,0,0,1,1,3,4,0,1,1,1,1,1,0,1,0,0,184,3529,28
305770,2023-08-17,06.11.2024,300000,Նիկողայոս Ադոնց փողոց,Երևան,3,1,1,12,62.0,2,1,3.0,7,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,0,1,447,4838,31
449256,2024-01-30,06.11.2024,507000,Պուշկինի փողոց,Երևան,3,1,1,12,55.0,2,1,3.0,6,2,1,2,1,1,1,1,1,1,0,0,1,1,1,0,1,2,3,4,1,1,0,0,0,0,1,0,1,0,281,9218,27
249600,2024-04-04,06.11.2024,280000,Բաշինջաղյան փողոց,Երեւան,1,1,2,1,92.0,3,1,3.0,1,2,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,2,4,0,1,1,0,0,0,1,0,0,0,216,3043,30
242278,2024-11-04,,270000,Գյուրջյան փողոց 11/3,Երևան,3,1,1,8,75.0,2,1,2.8,5,2,1,3,1,1,1,1,1,0,0,0,1,0,0,0,1,3,3,4,1,1,1,1,0,0,1,0,0,0,2,3600,37
258213,2024-10-24,06.11.2024,220000,Շահումյան 4-րդ փողոց 6,Երևան,1,2,2,5,70.0,3,1,3.0,5,3,1,2,1,0,1,1,1,0,0,0,1,0,0,0,1,3,3,4,0,1,1,1,1,1,0,0,0,0,13,3142,23
449256,2024-11-06,,440000,,Երևան,3,1,1,18,52.0,2,1,3.0,6,2,1,2,0,0,0,1,1,0,1,0,1,1,1,1,1,2,3,4,0,1,1,0,0,0,0,0,0,1,0,8461,26
258213,2024-09-20,05.11.2024,250000,Առնո Բաբաջանյան փողոց,Երևան,2,2,1,9,50.0,2,1,2.75,8,4,1,2,1,1,1,1,1,0,1,0,1,1,1,1,2,3,3,4,1,1,1,1,0,0,1,0,0,0,47,5000,25
305770,2024-08-10,08.10.2024,350000,,Երևան,3,1,1,12,60.0,2,1,3.0,9,2,1,2,1,1,1,1,1,1,1,0,1,1,1,1,1,3,3,5,1,1,1,0,1,0,1,0,1,0,88,5833,30
449256,2024-03-10,06.11.2024,450000,Ծիծեռնակաբերդի խճուղի 1/3,Երևան,3,1,1,12,117.0,3,1,3.0,9,2,1,3,1,1,1,1,1,1,0,1,1,1,0,0,1,3,3,4,1,1,1,1,1,0,0,1,1,0,241,3846,39
449256,2024-10-29,06.11.2024,500000,Հին Երևանցու փողոց,Երևան,3,1,1,11,95.0,3,1,3.0,7,2,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,3,3,2,1,1,1,0,0,0,1,0,1,0,8,5263,31
326437,2024-10-17,06.11.2024,200000,Ռուբինյանց փողոց,Երևան,1,2,2,5,67.0,3,1,2.8,1,3,1,5,1,0,1,1,0,0,0,0,1,1,0,0,2,3,3,5,0,1,1,0,0,0,1,1,0,0,20,2985,22
449256,2023-10-26,06.11.2024,585000,Փողոց Ezno Kohbaci 16,Երեւան,3,1,1,16,50.0,2,1,3.0,3,2,1,2,1,1,1,1,1,1,0,1,1,1,1,1,2,2,3,4,1,1,0,0,0,0,1,0,1,0,377,11700,25
449256,2024-09-14,06.11.2024,300000,Սարյանի փողոց,Երևան,1,2,2,4,71.0,3,1,3.0,4,4,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,2,3,2,1,1,1,1,0,0,1,0,0,0,53,4225,23
249600,2024-04-08,06.11.2024,230000,Նորաշեն թաղամաս,Երևան,3,1,1,13,50.0,2,1,3.0,6,4,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,0,0,0,212,4600,25
305770,2023-07-05,06.11.2024,350000,Նաիրի Զարյան փողոց,Երևան,1,2,2,6,103.0,4,1,2.8,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,0,1,490,3398,25
305770,2024-03-20,06.11.2024,350000,Նիկողայոս Ադոնցի փողոց,Երևան,3,1,1,8,110.0,3,2,3.0,6,2,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,3,4,1,1,1,1,1,1,1,1,1,0,231,3181,36
449256,2023-10-24,06.11.2024,390000,Բաղրամյան պողոտա,Երևան,3,1,1,17,90.0,3,2,3.0,8,2,1,2,1,1,1,1,1,0,0,1,1,0,0,0,1,2,3,4,1,1,1,1,1,0,1,0,1,0,379,4333,30
449256,2024-09-26,06.11.2024,320000,Արամի փողոց,Երևան,1,2,2,5,40.0,2,1,3.2,4,2,1,3,1,1,1,1,0,1,0,0,1,0,1,1,1,2,3,2,1,1,1,1,0,0,1,0,0,0,41,8000,20
249600,2024-04-09,06.11.2024,230000,Հալաբյան փողոց,Երեւան,2,2,1,14,100.0,3,1,3.0,11,1,1,3,1,1,1,1,1,1,1,0,1,1,1,1,1,1,2,4,1,1,1,1,1,1,1,1,0,0,211,2300,33
305770,2024-03-20,06.11.2024,320000,Վաղարշ Վաղարշյան փողոց,Երևան,1,1,2,5,105.0,3,2,3.0,3,2,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,3,4,1,1,1,1,1,1,1,1,0,0,231,3047,35
449256,2024-01-26,06.11.2024,429000,Պարոնյան փողոց,Երևան,3,1,1,14,108.0,3,2,3.0,13,2,1,2,1,1,1,1,1,1,1,1,1,1,1,0,1,2,3,4,1,1,0,0,0,0,1,0,1,0,285,3972,36
449256,2024-05-04,06.11.2024,420000,Աբովյան փողոց,Երևան,3,1,1,6,82.0,3,1,3.0,6,4,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,4,1,1,1,1,1,1,0,1,1,1,186,5121,27
258213,2024-07-26,06.11.2024,220000,Սեբաստիայի փողոց,Երևան,2,2,1,10,98.0,3,1,3.0,10,4,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,3,4,1,1,1,1,1,0,1,0,0,0,103,2244,32
449256,2024-09-11,06.11.2024,330000,Թումանյան 2-րդ անցուղի,Երևան,1,2,2,4,60.0,3,1,2.8,1,4,1,3,1,1,1,1,0,0,0,0,1,1,1,1,1,2,3,2,1,1,1,1,0,0,1,0,0,0,56,5500,20
306828,2023-04-01,06.11.2024,250000,Տիգրան Պետրոսյան փողոց,Երևան,2,2,1,9,78.0,3,1,2.8,3,4,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,3,2,1,1,1,1,1,1,1,1,0,0,585,3205,26
449256,2024-11-03,06.11.2024,250000,Երվանդ Քոչարի փողոց 27,Երևան,2,2,1,14,85.0,3,1,3.0,8,2,1,3,1,1,1,1,1,1,0,0,0,0,0,0,1,2,3,4,1,0,0,0,0,0,0,0,0,0,3,2941,28
306828,2023-05-27,06.11.2024,300000,Դավթաշենի 4-րդ փողոց,Երևան,3,1,1,16,65.0,3,1,3.0,15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,1,1,1,1,1,1,1,1,1,1,529,4615,21
305770,2024-02-01,06.11.2024,300000,Վիկտոր Համբարձումյան փողոց 118,Երեւան,3,1,1,13,60.0,2,1,3.0,13,2,1,3,1,1,1,1,1,0,0,1,1,1,0,0,1,2,3,4,1,1,0,0,0,0,1,0,1,0,279,5000,30
305770,2024-01-24,06.11.2024,468000,Keru 35 փողոց,Երեւան,3,1,1,18,110.0,3,2,3.0,12,1,1,2,1,1,1,1,1,1,1,1,1,1,1,0,1,2,3,4,1,1,0,0,0,0,1,0,1,0,287,4254,36
305770,2024-09-13,06.11.2024,468000,Քեռու փողոց,Երևան,3,1,1,18,100.0,3,2,3.0,7,2,1,2,1,1,1,1,0,1,0,0,1,1,1,1,1,2,3,2,1,1,1,1,1,0,1,1,0,0,54,4680,33
305770,2023-11-15,06.11.2024,400000,Եղբայրներ Օրիբելի եղբայրներ 67/2,Երեւան,3,1,1,16,80.0,3,2,3.0,14,2,1,2,1,1,1,1,1,1,0,1,1,0,0,0,1,2,3,4,1,1,1,1,1,0,1,0,0,0,357,5000,26
305770,2023-11-19,06.11.2024,500000,Մարո Մարգարյան փողոց,Երևան,3,1,1,10,82.0,3,2,3.0,5,2,1,3,1,1,1,1,1,1,0,1,1,1,0,0,1,2,3,4,1,1,1,1,1,0,1,0,1,0,353,6097,27
305770,2024-01-24,06.11.2024,468000,1-ին փակուղի փողոց Nikohayos Tigrany 10,Երեւան,3,1,1,12,100.0,4,2,3.0,5,2,1,2,1,1,1,1,1,1,0,1,1,1,1,0,1,2,3,4,1,1,0,0,0,0,1,0,1,0,287,4680,25
306828,2023-10-04,06.11.2024,300000,Անաստաս Միկոյան փողոց,Երևան,2,1,1,16,95.0,3,2,3.0,11,2,1,2,1,1,1,1,1,1,0,0,1,1,1,1,1,2,3,4,1,1,1,1,1,0,1,0,0,0,399,3157,31
449256,2024-01-23,06.11.2024,390000,Վերին Անտառային փողոց,Երևան,3,1,1,6,55.0,2,1,3.0,3,2,1,2,1,1,1,1,1,1,0,1,1,0,0,0,1,2,3,4,0,1,0,0,0,0,0,0,0,0,288,7090,27
449256,2024-02-04,06.11.2024,585000,Վերին Անտառային փողոց,Երևան,3,1,1,5,140.0,3,2,3.0,4,2,1,2,1,1,1,1,1,1,0,1,1,1,0,0,1,2,3,4,1,1,0,0,0,0,1,0,1,0,276,4178,46
326437,2024-10-23,06.11.2024,200000,Դավիթ Անհաղթի փողոց,Երևան,1,2,2,4,60.0,2,2,2.8,4,4,1,1,1,1,0,1,1,0,0,0,1,0,0,0,1,3,3,4,0,1,1,1,0,0,1,1,0,0,14,3333,30
305770,2023-11-19,06.11.2024,300000,Կոմիտասի պողոտա,Երևան,3,1,1,7,57.0,2,1,3.0,2,2,1,3,1,1,1,1,1,1,0,1,1,1,1,1,1,2,3,4,1,1,0,0,0,0,1,0,0,0,353,5263,28
305770,2024-09-25,06.11.2024,400000,Արղության փողոց 22,Երևան,3,1,1,15,100.0,4,2,3.0,9,2,1,2,1,1,1,1,1,1,0,1,1,1,1,1,1,2,3,4,1,1,0,0,1,0,1,0,0,0,42,4000,25
305770,2023-10-26,06.11.2024,220000,Ադոնցի փողոց,Երևան,2,1,1,8,50.0,2,1,3.0,5,2,1,3,1,1,1,1,1,0,0,0,1,1,1,1,1,1,3,4,1,1,1,1,1,0,0,0,0,0,377,4400,25
305770,2023-11-07,06.11.2024,390000,Եղբայրներ Օրիբելի եղբայրներ 67/2,Երեւան,3,1,1,16,77.0,2,1,3.0,10,2,1,2,1,1,1,1,1,1,0,1,1,1,1,1,1,2,3,4,1,1,1,1,1,0,1,0,0,0,365,5064,38
449256,2024-01-10,06.11.2024,390000,Ձորափա փողոց,Երեւան,3,1,1,16,60.0,2,1,3.0,3,2,1,2,1,1,1,1,1,0,0,1,1,1,1,1,1,2,3,4,1,1,0,0,0,0,1,0,1,0,301,6500,30
305770,2024-08-23,06.11.2024,380000,Հրաչյա Քոչար փողոց,Երևան,1,2,2,6,80.0,3,2,3.0,3,2,1,1,0,0,0,1,1,0,0,1,1,0,0,0,1,1,3,4,1,1,1,1,1,0,1,1,0,0,75,4750,26
449256,2024-05-26,06.11.2024,585000,Պուշկինի փողոց,Երևան,3,1,1,14,95.0,3,2,3.0,10,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,4,1,1,0,0,0,0,1,0,1,1,164,6157,31
449256,2023-12-02,06.11.2024,487500,Բյուզանդի փողոց,Երևան,3,1,1,6,65.0,2,1,3.0,6,2,1,2,1,1,1,1,1,1,1,0,1,1,1,1,1,2,3,4,1,1,1,1,1,0,1,1,1,1,340,7500,32
449256,2024-02-04,06.11.2024,624000,Պարոնյան փողոց 42,Երևան,3,1,1,14,86.0,2,1,3.0,14,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,4,1,1,0,0,1,0,1,0,1,1,276,7255,43
449256,2023-10-25,06.11.2024,585000,Բուզանդա փողոց,Երեւան,2,1,1,14,72.0,2,1,3.0,8,2,1,2,1,1,1,1,1,1,0,1,1,1,1,1,1,2,3,4,1,1,1,1,1,0,0,0,0,0,378,8125,36
305770,2024-08-23,06.11.2024,280000,Ավետ Ավետիսյան փողոց,Երևան,1,2,2,6,75.0,2,2,2.8,1,2,1,1,0,0,0,1,1,0,0,0,1,0,0,0,2,3,3,4,1,1,1,1,1,0,1,1,0,0,75,3733,37
449256,2024-04-30,06.11.2024,663000,Վերին Անտառային փողոց,Երևան,3,1,1,6,150.0,4,2,3.0,1,2,1,2,1,1,1,1,1,0,0,1,1,0,1,1,1,2,3,2,1,1,1,1,0,0,1,1,0,0,190,4420,37
449256,2022-09-30,06.11.2024,280000,Վարդանանց փողոց,Երևան,1,2,2,5,60.0,2,1,2.7,5,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,4,0,0,0,0,0,0,0,0,0,0,768,4666,30
306828,2024-06-01,06.11.2024,230000,Դավթաշենի 4-րդ զանգված,Երևան,3,1,2,3,52.0,2,1,3.0,2,4,1,3,1,1,1,1,1,1,1,0,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,0,1,158,4423,26
449256,2022-09-15,06.11.2024,273000,Մեսրոպ Մաշտոցի պողոտա,Երևան,1,2,2,3,64.0,2,1,3.0,2,4,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,4,0,0,0,0,0,0,0,0,0,0,783,4265,32
449256,2022-10-08,06.11.2024,273000,Նալբանդյան փողոց,Երևան,1,2,2,6,45.0,2,1,3.0,2,4,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,4,0,0,0,0,0,0,0,0,0,0,760,6066,22
449256,2022-10-03,06.11.2024,300000,Սայաթ-Նովայի պողոտա,Երևան,2,2,1,13,40.0,2,1,2.6,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,4,0,0,0,0,0,0,0,0,0,0,765,7500,20
449256,2023-09-17,06.11.2024,300000,Չարենցի փողոց,Երևան,1,2,2,5,40.0,2,1,2.8,2,2,1,2,1,1,1,1,0,0,0,0,0,1,1,0,3,3,3,4,1,1,0,1,0,0,1,0,0,0,416,7500,20
449256,2022-09-14,06.11.2024,292500,Թումանյան փողոց,Երևան,2,2,1,9,80.0,3,1,2.8,3,4,1,4,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,4,0,0,0,0,0,0,0,0,0,0,784,3656,26
449256,2022-09-17,06.11.2024,240000,Բրյուսովի փողոց,Երևան,1,2,1,7,53.0,1,1,2.75,1,4,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,4,0,0,0,0,0,0,0,0,0,0,781,4528,53
449256,2022-08-23,06.11.2024,220000,Պարոնյանի փողոց,Երևան,1,2,2,5,38.0,1,1,2.8,5,2,1,4,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,4,0,0,0,0,0,0,0,0,0,0,806,5789,38
449256,2022-08-24,06.11.2024,290000,Գրիգոր Լուսավորչի փողոց,Երևան,1,2,2,4,68.0,3,1,2.7,4,2,1,4,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,4,0,0,0,0,0,0,0,0,0,0,805,4264,22
326437,2024-01-16,06.11.2024,585000,Կարապետ Ուլնեցու փողոց 58/10,Երևան,3,1,1,16,117.0,3,2,3.0,12,2,1,2,1,1,1,1,1,1,0,1,1,1,1,1,1,2,3,4,1,1,0,0,1,1,1,0,1,0,295,5000,39
449256,2022-09-15,06.11.2024,320000,Պարոնյան փողոց,Երևան,1,2,2,4,73.0,3,1,3.2,1,4,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,4,0,0,0,0,0,0,0,0,0,0,783,4383,24
449256,2022-09-14,06.11.2024,253500,Թումանյան փողոց,Երևան,2,2,1,9,56.0,2,1,2.8,9,4,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,4,0,0,0,0,0,0,0,0,0,0,784,4526,28
305770,2023-10-23,06.11.2024,300000,Նիկողայոս Ադոնցի փողոց,Երևան,2,1,1,8,50.0,2,1,3.0,5,2,1,3,1,1,1,1,1,1,0,1,1,1,1,1,1,2,3,4,1,1,1,1,1,0,1,0,1,0,380,6000,25
326437,2023-11-21,06.11.2024,270000,Դավիթ Անհաղթի փողոց,Երևան,3,1,1,15,64.0,2,1,3.0,7,2,1,2,1,1,1,1,1,0,0,1,1,1,1,1,1,2,3,4,1,1,1,1,1,1,1,0,0,0,351,4218,32
326437,2024-01-17,06.11.2024,440000,Հրաչյա Ներսիսյան փողոց,Երևան,3,1,1,17,200.0,3,2,3.0,11,1,1,3,1,1,1,1,1,1,0,1,1,1,1,1,1,2,3,4,1,1,0,0,0,0,1,0,1,0,294,2200,66
305770,2023-10-21,06.11.2024,370000,Փողոց Երբեք Տիգրանյան 7,Երեւան,3,1,1,16,90.0,3,1,2.7,3,2,1,2,1,1,1,1,1,1,0,1,1,1,1,1,1,2,3,4,1,1,0,0,1,0,1,0,0,1,382,4111,30
249600,2024-07-04,06.11.2024,300000,Լենինգրադյանի փողոց,Երեւան,1,2,2,5,60.0,2,1,3.0,3,2,1,2,1,1,1,1,1,1,0,1,1,1,0,0,1,2,3,4,1,1,0,0,0,0,1,0,0,0,125,5000,30
449256,2024-08-29,06.11.2024,468000,Պուշկինի փողոց 3/1,Երևան,2,2,1,9,85.0,3,1,2.8,8,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,4,1,1,0,1,1,1,1,0,0,1,69,5505,28
230312,2024-02-05,06.11.2024,230000,Մանանդյան փողոց,Երևան,3,1,1,13,50.0,2,1,3.0,10,2,1,2,1,1,1,1,1,1,0,1,1,1,0,0,1,2,3,4,1,1,0,0,0,0,1,0,1,0,275,4600,25
449256,2024-10-15,06.11.2024,320000,Rostoma Street 30,Երեւան,3,1,1,15,60.0,2,1,3.0,6,2,1,2,1,1,1,1,1,1,0,1,1,1,0,0,1,1,3,4,1,1,1,1,1,0,1,0,1,0,22,5333,30
305770,2024-02-04,06.11.2024,450000,Ադոնցի փողոց 4/3,Երևան,1,1,1,8,100.0,4,2,3.0,7,2,1,2,1,1,1,1,1,1,0,1,1,0,1,1,1,2,3,4,1,1,0,0,0,0,1,0,1,0,276,4500,25
449256,2024-05-26,06.11.2024,429000,Փողոց Վերին Անտառա 33,Երեւան,3,1,1,5,80.0,2,1,3.0,3,2,1,2,1,1,1,1,1,1,0,1,1,1,1,1,1,2,1,4,1,1,0,0,1,1,1,0,1,0,164,5362,40
249600,2024-01-12,06.11.2024,300000,Արզումանյան փողոց,Երևան,3,1,1,12,60.0,2,1,3.0,8,4,1,2,1,1,1,1,1,1,0,1,1,1,1,1,1,2,3,4,1,1,0,1,1,0,1,1,0,0,299,5000,30
305770,2024-08-22,06.11.2024,280000,Երզնկյան փողոց,Երևան,3,1,2,5,70.0,2,2,3.2,1,2,1,3,1,1,1,1,0,1,0,0,1,0,1,1,1,2,3,2,1,1,1,1,0,0,1,0,0,0,76,4000,35
